date,time,location,State,Country_orig,Country,country_trim,country_code,operator,operator_code,flight_no,route,ac_type,registration,cn_ln,aboard,aboard_count,fatalities,fatal_count,ground,summary
12-Nov-99,11:13,Near Pristina, Kosovo,,Kosovo,Kosovo,3150,Si Fly - U.N. charter,23990,3275,Rome - Pristina,Aerospatiale Alenia ATR-42,F-OHFV,12,24   (passengers:21  crew:3),24 ,24   (passengers:21  crew:3),24 ,0,"The plane was on a flight from Rome, Italy to Pristina, Kosovo with a stop at Tirana, Albania. The plane disappeared from radar and crashed about 10 miles north of Pristina into a hill in poor weather. The plane was a U.N. charter flight on a routine humanitarian mission to distribute food. Lack of procedural discipline and vigilance during flight in mountainous terrain. Improper tracking by the military ATC. Crew fatigue.  Inoperable GPWS."
10-Dec-99,?,Kuwait City, Kuwait,,Kuwait,Kuwait,3160,Military - U.S. Air Force,18690,?,?,Lockheed C-130H,63-7854,3924,94   (passengers:86  crew:8),94 ,3   (passengers:3  crew:0),3 ,0,"Crashed  2,900 ft. short of the runway causing extensive damage. The pilot was unable to get the aircraft airborne following the impact. Weather was below minima. Crew failed to monitor their instruments, became spatially disoriented and failed to arrest a high rate of descent. Pilot was inexperienced."
28-Jun-69,19:50,Near Talas, Kyrgyzstan,,Kyrgyzstan,Kyrgyzstan,3170,Aeroflot,1810,F-28,"Talas, Kyrgyzstan - Frunze, Russia",Ilyushin IL-14,CCCP-91495,7343306,40   (passengers:35  crew:5),40 ,40   (passengers:35  crew:5),40 ,0,The passenger plane struck a mountian 34 km from Talas. Crew error. The crew made a right turn  towards the mountains instead of  a left turn.
30-Jan-76,15:35,Frunze, Kyrgyzstan,,Kyrgyzstan,Kyrgyzstan,3170,Aeroflot,1810,?,Training,Ilyushin IL-18V,CCCP-75558,184007505,6   (passengers:0  crew:6),6 ,6   (passengers:0  crew:6),6 ,0,The crew was practicing dual engine failure with No. 3 and 4 engines shut down. The airplane lost control when the captain attempted a go-around and the No. 3 engine failed to relight. The propeller caused strong drag and the aircraft rolled and impacted the ground.
24-Aug-08,20:30,Bishkek, Kyrgyzstan,,Kyrgyzstan,Kyrgyzstan,3170,Itek Air,14210,IRC6895,"Bishkek - Tehran, Iran",Boeing B-737-219,EX-009,22088/676,90   (passengers:83  crew:7),90 ,68   (passengers:67  crew:1),68 ,0,"The plane crashed shortly after taking off from Manas International Airport.  After 10 minutes, the crew reported a severe loss of cabin pressure and said they were returning when it crashed 6 miles from the airport. The Iran Aseman Airlines flight was being carried out by Itek Air. The forward left cabin door was not closed completely, and that the person who closed it was an engineer who was not listed among those (in the Cabin Attendant Manual) who were supposed to close the door.  A report concludes that the aircraft originally lost cabin pressure due to this."
16-Jan-17,719,Bishkek, Kyrgyzstan,,Kyrgyzstan,Kyrgyzstan,3170,My Cargo Airlines (ACT Airlines),19530,6491,Hong Kong - Bishkek - Istanbul,Boeing 747-412F,TC-MCL,32897/1322,4   (passengers:0  crew:4),4 ,4   (passengers:0  crew:4),4 ,35,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog."
10-Dec-47,0:20,Near Goose Bay, Labrador,,Labrador,Labrador,3180,Military - U.S. Air Force,18690,?,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),42-72572,10677,29   (passengers:25  crew:4),29 ,23   (passengers:22  crew:1),23 ,0,The aircraft crashed and burned in a wooded area shortly after taking off from Goose Bay. Snow falling at the time of the accident was a factor.
27-Feb-58,9:45,Horwich, Lancs, England,Lancs,England,2290,Silver City Airways,24060,?,Isle of Man - Manchester,Bristol 170 Freighter 21,G-AICS,12762,42   (passengers:39  crew:3),42 ,35   (passengers:35  crew:0),35 ,0,Crashed into a mountain near Winter Hill during an approach. The First Officer used the wrong radio beacon (Oldham Becaon instead of on Wigan Beacon).
13-Apr-54,?,Xieng Kouang, Laos,,Laos,Laos,3190,Societe Indochinoise de Raviteillement,24580,?,?,Lockheed 18 Lodestar,F-OALK,2603,23   (passengers:20  crew:3),23 ,16   (passengers:13  crew:3),16 ,0,Crashed and burned during takeoff.
16-Aug-54,?,Near Pakse, Laos,,Laos,Laos,3190,Air Vietnam (South Vietnam),4990,?,Red River delta - Saigon,Bristol 170 Freighter 21E,F-VNAI,12809,55   (passengers:51  crew:4),55 ,47   (passengers:46  crew:1),47 ,0,Crashed into the Mekong River while making an emergency landing after encountering engine failure. The aircraft was being used to evacuate families.
4-Dec-54,?,Near Luang Pragang, Laos,,Laos,Laos,3190,Air Laos,3290,?,Luang Prabang - Nam Tha,Douglas DC-3,F-BEIA,19211,28   (passengers:25  crew:3),28 ,28   (passengers:25  crew:3),28 ,0,Crashed en route on the company's first commercial flight.
13-Aug-61,?,Near Pha Khao, Laos,,Laos,Laos,3190,Air America,2740,?,?,Curtiss C-46F,B-136,22465,6   (passengers:1  crew:5),6 ,6   (passengers:1  crew:5),6 ,0,The cargo plane struck a mountain while dropping supplies.
17-Jul-63,?,Pak Tha, Laos,,Laos,Laos,3190,Air America,2740,?,?,Curtiss C-46F,B-148,22510,6   (passengers:0  crew:6),6 ,6   (passengers:0  crew:6),6 ,0,The cargo plane crashed into a fog shrouded mountain.
17-Apr-66,?,Sam Neua, Laos,,Laos,Laos,3190,Continental Air Services,9840,?,?,Douglas C-47A,N8744R,20156,2   (passengers:0  crew:2),2 ,2   (passengers:0  crew:2),2 ,0,The cargo plane crashed while on a Vietnam war mission.
25-Jul-67,?,Near Luang Prabang, Laos,,Laos,Laos,3190,Taiwan Aviation,25720,?,Vientiane - Luang Prabang,Douglas DC-3,B-112,?,18   (passengers:15  crew:3),18 ,18   (passengers:15  crew:3),18 ,0,Crashed en route.
25-Jul-67,c 10:30,Near Luang Prabang, Laos,,Laos,Laos,3190,Vehu Akat,28020,?,Vientiane - Luang Prabang,Douglas DC-3,XW-PDL,?,16   (passengers:13  crew:3),16 ,16   (passengers:13  crew:3),16 ,0,Struck a mountain in the Phou Pha Bon range while in a holding pattern. Encountered strong turbulence and downdrafts.
7-Dec-67,?,Muong Soui, Laos,,Laos,Laos,3190,Lao Cathay Airlines,15360,?,?,Douglas DC-3,XW-PFM,?,12   (passengers:2  crew:10),12 ,10   (passengers:2  crew:8),10 ,0,The cargo plane crashed.
24-Feb-68,?,Ban Napa, Laos,,Laos,Laos,3190,Royal Air Lao,22770,?,Vientiane - Sayaboury,Douglas DC-3,XW-TAD,26696,37   (passengers:34  crew:3),37 ,37   (passengers:34  crew:3),37 ,0,Crashed into the Mekong River.
25-Nov-68,?,Savannakhet, Laos,,Laos,Laos,3190,Air America,2740,?,?,Curtiss C-46D-20-CU,N1386N,22265,28   (passengers:25  crew:3),28 ,26   (passengers:23  crew:3),26 ,0,Crashed shortly after taking off.
19-Aug-69,17:00,Near Long Tieng, Laos,,Laos,Laos,3190,Air America,2740,?,"Long Tieng, Laos - Sam Thong, Laos",Pilatus Pc-6C,N196X,596,13   (passengers:12  crew:1),13 ,13   (passengers:12  crew:1),13 ,0,The plane crashed into a hillside as it was about to come in for a landing and after the pilot was shot.
2-Sep-69,11:15,Near Pakse, Laos,,Laos,Laos,3190,Military - Royal Lao Air Force,18320,?,?,Douglas C-47,?,?,35   (passengers:?  crew:?),35 ,35   (passengers:?  crew:?),35 ,0,Crashed near the Meking River after being unable to land because of lower clouds and  running out of fuel.
23-Dec-69,?,Near Luang Prabang, Laos,,Laos,Laos,3190,Laos Air,15380,?,?,Douglas C-47A-25-DK,XW-TDJ,13529,6   (passengers:4  crew:2),6 ,6   (passengers:4  crew:2),6 ,0,Crashed while approaching Luang Prabang Airport in thick fog.
21-Apr-70,?,Dak Seang, Laos,,Laos,Laos,3190,Military - U.S. Air Force,18690,?,?,Lockheed AC-130A Hercules,54-1625,3012,10   (passengers:0  crew:10),10 ,10   (passengers:0  crew:10),10 ,0,Shot down by enemy fire.
4-Feb-72,?,Pha Khao, Laos,,Laos,Laos,3190,Air America,2740,?,Ban Xon - Pha Khao,de Havilland Canada C-7A Caribou,393,51,38   (passengers:34  crew:4),38 ,1   (passengers:0  crew:1),1 ,0,Crashed while attempting to land. Overloaded
11-Feb-72,13:20,Near Vientiane, Laos,,Laos,Laos,3190,Royal Air Lao,22770,?,Savannakhet - Vientiane,Douglas DC-4,XW-TDE,43126,23   (passengers:17  crew:6),23 ,23   (passengers:17  crew:6),23 ,0,Shot down while en route. Aircraft not found.
28-Mar-72,?,Near Tchepone, Laos,,Laos,Laos,3190,Military - U.S. Air Force,18690,?,?,Lockheed AC-130A Hercules,55-0044,3071,14   (passengers:0  crew:14),14 ,14   (passengers:0  crew:14),14 ,0,Struck by a surface-to-air missile.
24-Apr-72,12:23,Nyot Mo, Laos,,Laos,Laos,3190,Air America,2740,?,"Long Tieng, Laos - Moung Cha, Laos",Pilatus PC6CH2,N391R,?,10   (passengers:9  crew:1),10 ,4   (passengers:4  crew:0),4 ,0,Hit trees while flying through a mountain pass in rain and fog.
21-Dec-72,?,Near Pakse, Laos,,Laos,Laos,3190,Military - U.S. Air Force,18690,?,?,Lockheed AC-130A Hercules,56-0490,3098,16   (passengers:0  crew:16),16 ,14   (passengers:0  crew:14),14 ,0,Shot down by enemy fire. Fuel began to leak and an explosion tore off the left wing. Two crew members parachuted to safety.
7-Mar-73,?,Near Ban Hong Sa, Laos,,Laos,Laos,3190,Air America,2740,?,?,Fairchild C-123,524,20185,4   (passengers:0  crew:4),4 ,4   (passengers:0  crew:4),4 ,0,?
16-Jan-75,?,Xam Neua, Laos,,Laos,Laos,3190,Aeroflot,1810,?,?,Antonov AN-12,?,?,16   (passengers:?  crew:?),16 ,16   (passengers:?  crew:?),16 ,0,?
13-Dec-93,9:20,Phonesavanh, Laos,,Laos,Laos,3190,Lao Aviation,15350,?,Vientiane - Phonesavahn,Yunshuji Y-12-II,RDPL-34117,42,18   (passengers:16  crew:2),18 ,18   (passengers:16  crew:2),18 ,0,Crashed on approach to Phongsavanh Airport after striking trees in heavy fog.
25-May-98,10:20,Near Longtiang, Laos,,Laos,Laos,3190,Military - Lao People's Liberation Army Air Force,17950,?,Vientiane - Xiang Khoang,Yakovlev YAK-40,34001,9431835,26   (passengers:20  crew:6),26 ,26   (passengers:20  crew:6),26 ,0,"The aircraft struck a jungle covered mountain at 1,800m, after making a premature descent to land during a heavy rainstorm."
19-Oct-00,12:12,Near Sam Neua, Laos,,Laos,Laos,3190,Lao Aviation,15350,703,Vientiane - Sam Neua,Harbin Yunshuji Y-12-II,RDPL-34130,86,17   (passengers:15  crew:2),17 ,8   (passengers:8  crew:0),8 ,0,"The aircraft crashed into a mountain at 4,800 ft., in poor weather, while making an apporach to Sam Neua."
16-Oct-13,16:10,Near Pakse, Laos,,Laos,Laos,3190,Lao Airlines,15340,301,Vientiane - Pakse,ATR-72-50,RDPL-34233,1071,49   (passengers:44  crew:5),49 ,49   (passengers:44  crew:5),49 ,0,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure."
17-May-14,800,Xiang Khouang province, Laos,,Laos,Laos,3190,Laos Air Force,15390,?,Vientiane - Xiangkhoung,Antonov 74TK-300,RDPL-34020,36547098982,17   (passengers:11  crew:6),17 ,16   (passengers:10  crew:6),16 ,0,"The military aircraft crashed in a wooded area while approaching Xiangkhoung's airport, killing 16 people. Among those killed were defense minister Douangchay Phichit and other high ranking officials."
30-Dec-67,8:28,Liepaja, Latvia,,Latvia,Latvia,3200,Aeroflot,1810,A-51,Riga - Liepaja,Antonov AN-24B,CCCP-46215,67302909,51   (passengers:46  crew:5),51 ,44   (passengers:41  crew:3),44 ,0,"During the approach to airplane was high above the glide slope. At an altitude of 250 m, 4 km from the runway, the crew added takeoff power and performed  a missed approach. Simultaneously  the right engine lost power. While the crew tried to feather the propeller, the aircraft lost altitude, rolled 40 degrees to the right and struck a snow-covered field about 500 m from the runway."
22-Mar-79,0:55,Liepaya, Latvia,,Latvia,Latvia,3200,Aeroflot,1810,?,Gorkiy - Liepaya,Tupolev 134A,CCCP-65031,48530,5   (passengers:0  crew:5),5 ,4   (passengers:0  crew:4),4 ,0,"The plane descended too quickly, power was applied but the plane struck trees and crashed. The plane was allowed in below minima conditions."
12-Aug-32,?,Beyrouth, Lebanon,,Lebanon,Lebanon,3210,Air Orient,3570,?,?,CAMS 53,F-AIQY,?,7   (passengers:?  crew:?),7 ,1   (passengers:?  crew:?),1 ,0,?
3-Oct-57,?,Beirut, Lebanon,,Lebanon,Lebanon,3210,Lebanese International Airways,15520,?,Beirut - Kuwait City,Curtiss C-46A-45-CU,OD-ACK,30249,27   (passengers:23  crew:4),27 ,27   (passengers:23  crew:4),27 ,0,Crashed into the ocean on takeoff.
21-Nov-59,?,Beirut, Lebanon,,Lebanon,Lebanon,3210,Ariana Afghan Airlines,6350,202,Beirut - Tehran,Douglas DC-4,YA-BAG,18367,27   (passengers:22  crew:5),27 ,24   (passengers:19  crew:5),24 ,0,"Crashed shortly after takeoff, 2.5 miles from Beirut Airport. Navigation error. Possible in-flight fire in the No. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb."
30-Sep-75,?,Off Beirut, Lebanon,,Lebanon,Lebanon,3210,Malev Hungarian Airlines,16460,?,"Budapest - Beirut, Lebanon",Tupolev TU-154B,HA-LCI,53,60   (passengers:50  crew:10),60 ,60   (passengers:50  crew:10),60 ,0,The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown.
13-May-77,8:45,Beiruit, Lebanon,,Lebanon,Lebanon,3210,LOT Polish Airlines,16210,?,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov An-12BP,SP-LZA,6344307,9   (passengers:0  crew:9),9 ,9   (passengers:0  crew:9),9 ,0,The cargo plane struck power lines and trees while attempting to land.
2-Dec-77,?,Near Al Bayda, Lebanon,,Lebanon,Lebanon,3210,Balkan Bulgarian Airlines,7250,?,Jeddah - Benghazi,Tupolev TU-154B,LZ-BTN,54,165   (passengers:159  crew:6),165 ,59   (passengers:59  crew:0),59 ,0,"After not being able to land at the scheduled airport due to fog, the crew could not find the alternate airport, ran out of fuel and crashed."
23-Jul-79,?,Beirut, Lebanon,,Lebanon,Lebanon,3210,Trans Mediterranean Airways,26620,?,Training,Boeing 707-327C,OD-AFX,19107/507,6   (passengers:0  crew:6),6 ,6   (passengers:0  crew:6),6 ,0,"On a third practice touch-and-go landing, the plane yawed to the right, stalled and crashed in an inverted attitude."
25-Jan-10,2:35,Off Na'ameh, Lebanon,,Lebanon,Lebanon,3210,Ethiopian Airlines,11300,409,"Beirut, Lebanon - Addis Ababa, Ethiopia",Boeing 737-8AS,ET-ANB,29935/1061,90   (passengers:82  crew:8),90 ,90   (passengers:82  crew:8),90 ,0,"The passenger plane disappeared off radar shortly after taking off from Rafik Hariri International Airport in stormy weather and crashed into the Mediterranean Sea, two miles west of  the village of Na'ameh, Lebanon. The flight crew's mismanagement of the aircraft's speed, altitude, headings and attitude through inconsistent flight control inputs resulting in a loss of control. The flight crew failure to abide by CRM principles of mutual support and calling deviations hindered any timely intervention and correction."
4-Aug-86,0:23,Off St. Vincent, Leeward Islands,,Leeward Islands,Leeward Islands,3220,Leeward Islands Air Transport,15530,?,Vieux Fort - Kingstown,de Havilland Canada DHC-6 Twin Otter 300,V2-LCJ,785,13   (passengers:11  crew:2),13 ,13   (passengers:11  crew:2),13 ,0,Crashed into the sea in poor weather conditions.
10-Nov-89,?,Maluti Mountains, Lesotho,,Lesotho,Lesotho,3230,Military - Royal Lesotho Defence Force,18330,?,?,Casa 212 Aviocar,LDF-46,389,18   (passengers:16  crew:2),18 ,18   (passengers:16  crew:2),18 ,0,Hit a mountain.
22-Jun-51,03:25Z,Near Sanoyea, Liberia,,Liberia,Liberia,3240,Pan American World Airways,20960,151,Johannesburg - Accra - Monrovia - New York,Lockheed 049 Constellation,N88846,2046,40   (passengers:31  crew:9),40 ,40   (passengers:31  crew:9),40 ,0,"The plane crashed into a hill at 1000 ft. in a level descending attitude, 54 miles from the airport. The pilot descended below en route minimum altitude without knowing the aircraft's position. The aircraft was named Clipper Great Republic."
5-Mar-67,2:56,Monrovia, Liberia,,Liberia,Liberia,3240,Varig,27960,837,Rome - Monrovia,McDonnell Douglas DC-8-33,PP-PEA,45253/5,90   (passengers:71  crew:19),90 ,51   (passengers:50  crew:1),51 ,5,Crashed on short of  the runway during approach. Crew error. The failure of the pilot to arrest the fast descent at a low altitude upon which he had erroneously decided after coming in too high.
30-Jan-87,?,Off Monrovia, Liberia,,Liberia,Liberia,3240,Air Reconnaissance Unit of Liberia,3640,?,?,Cessna U-27A Caravan I,ARU-021,208-00044,18   (passengers:?  crew:?),18 ,16   (passengers:?  crew:?),16 ,0,?
9-Nov-89,?,Monrovia, Liberia,,Liberia,Liberia,3240,Weasua Airtransport,28400,?,?,Britten-Norman BN-2A Islander,9L-LAV,767,10   (passengers:9  crew:1),10 ,2   (passengers:1  crew:1),2 ,0,Crashed on a beach following engine failure.
15-Feb-02,6:08,Monrovia, Liberia,,Liberia,Liberia,3240,Tiramavia,26320,?,?,Antonov 12BP,ER-ADL,4342610,10   (passengers:3  crew:7),10 ,1   (passengers:0  crew:1),1 ,0,The cargo plane crashed while attempting to make an emergency landing.
